    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4668     -1.0737      3.4000      3.4668  Siess     
    0.105000      3.4695     -1.0678      3.4260      3.4695  Siess     
    0.110000      3.4720     -1.0622      3.4509      3.4720  Siess     
    0.115000      3.4744     -1.0568      3.4746      3.4744  Siess     
    0.120000      3.4767     -1.0517      3.4973      3.4767  Siess     
    0.125000      3.4789     -1.0468      3.5191      3.4789  Siess     
    0.130000      3.4810     -1.0420      3.5400      3.4810  Siess     
    0.135000      3.4818     -1.0067      3.5236      3.4818  Siess     
    0.140000      3.4826     -0.9727      3.5079      3.4826  Siess     
    0.145000      3.4834     -0.9398      3.4927      3.4834  Siess     
    0.150000      3.4842     -0.9081      3.4780      3.4842  Siess     
    0.155000      3.4849     -0.8774      3.4638      3.4849  Siess     
    0.160000      3.4856     -0.8477      3.4500      3.4856  Siess     
    0.165000      3.4860     -0.8039      3.4197      3.4860  Siess     
    0.170000      3.4863     -0.7615      3.3902      3.4863  Siess     
    0.175000      3.4867     -0.7203      3.3617      3.4867  Siess     
    0.180000      3.4871     -0.6802      3.3339      3.4871  Siess     
    0.185000      3.4874     -0.6412      3.3069      3.4874  Siess     
    0.190000      3.4877     -0.6033      3.2806      3.4877  Siess     
    0.195000      3.4881     -0.5663      3.2550      3.4881  Siess     
    0.200000      3.4884     -0.5303      3.2300      3.4884  Siess     
    0.205000      3.4905     -0.5165      3.2355      3.4905  Siess     
    0.210000      3.4926     -0.5029      3.2409      3.4926  Siess     
    0.215000      3.4946     -0.4897      3.2462      3.4946  Siess     
    0.220000      3.4966     -0.4768      3.2514      3.4966  Siess     
    0.225000      3.4985     -0.4642      3.2564      3.4985  Siess     
    0.230000      3.5004     -0.4518      3.2613      3.5004  Siess     
    0.235000      3.5023     -0.4397      3.2661      3.5023  Siess     
    0.240000      3.5041     -0.4279      3.2709      3.5041  Siess     
    0.245000      3.5058     -0.4163      3.2755      3.5058  Siess     
    0.250000      3.5076     -0.4050      3.2800      3.5076  Siess     
    0.255000      3.5096     -0.3913      3.2822      3.5096  Siess     
    0.260000      3.5116     -0.3779      3.2843      3.5116  Siess     
    0.265000      3.5136     -0.3648      3.2864      3.5136  Siess     
    0.270000      3.5155     -0.3519      3.2884      3.5155  Siess     
    0.275000      3.5174     -0.3392      3.2905      3.5174  Siess     
    0.280000      3.5192     -0.3268      3.2924      3.5192  Siess     
    0.285000      3.5211     -0.3146      3.2944      3.5211  Siess     
    0.290000      3.5229     -0.3026      3.2963      3.5229  Siess     
    0.295000      3.5246     -0.2908      3.2982      3.5246  Siess     
    0.300000      3.5263     -0.2792      3.3000      3.5263  Siess     
    0.305000      3.5280     -0.2767      3.3117      3.5280  Siess     
    0.310000      3.5296     -0.2743      3.3232      3.5296  Siess     
    0.315000      3.5312     -0.2719      3.3346      3.5312  Siess     
    0.320000      3.5328     -0.2695      3.3457      3.5328  Siess     
    0.325000      3.5344     -0.2672      3.3567      3.5344  Siess     
    0.330000      3.5359     -0.2649      3.3675      3.5359  Siess     
    0.335000      3.5374     -0.2627      3.3782      3.5374  Siess     
    0.340000      3.5389     -0.2605      3.3887      3.5389  Siess     
    0.345000      3.5404     -0.2583      3.3990      3.5404  Siess     
    0.350000      3.5418     -0.2562      3.4092      3.5418  Siess     
    0.355000      3.5432     -0.2540      3.4193      3.5432  Siess     
    0.360000      3.5446     -0.2519      3.4292      3.5446  Siess     
    0.365000      3.5460     -0.2499      3.4390      3.5460  Siess     
    0.370000      3.5474     -0.2479      3.4486      3.5474  Siess     
    0.375000      3.5487     -0.2459      3.4581      3.5487  Siess     
    0.380000      3.5501     -0.2439      3.4675      3.5501  Siess     
    0.385000      3.5514     -0.2419      3.4768      3.5514  Siess     
    0.390000      3.5527     -0.2400      3.4859      3.5527  Siess     
    0.395000      3.5540     -0.2381      3.4949      3.5540  Siess     
    0.400000      3.5552     -0.2362      3.5039      3.5552  Siess     
    0.405000      3.5564     -0.2306      3.5083      3.5564  Siess     
    0.410000      3.5575     -0.2250      3.5126      3.5575  Siess     
    0.415000      3.5586     -0.2195      3.5169      3.5586  Siess     
    0.420000      3.5597     -0.2141      3.5211      3.5597  Siess     
    0.425000      3.5608     -0.2087      3.5253      3.5608  Siess     
    0.430000      3.5618     -0.2034      3.5295      3.5618  Siess     
    0.435000      3.5629     -0.1981      3.5336      3.5629  Siess     
    0.440000      3.5640     -0.1930      3.5376      3.5640  Siess     
    0.445000      3.5650     -0.1878      3.5416      3.5650  Siess     
    0.450000      3.5660     -0.1828      3.5456      3.5660  Siess     
    0.455000      3.5670     -0.1777      3.5495      3.5670  Siess     
    0.460000      3.5680     -0.1728      3.5534      3.5680  Siess     
    0.465000      3.5690     -0.1679      3.5572      3.5690  Siess     
    0.470000      3.5700     -0.1630      3.5610      3.5700  Siess     
    0.475000      3.5710     -0.1582      3.5648      3.5710  Siess     
    0.480000      3.5719     -0.1535      3.5685      3.5719  Siess     
    0.485000      3.5729     -0.1488      3.5721      3.5729  Siess     
    0.490000      3.5738     -0.1441      3.5758      3.5738  Siess     
    0.495000      3.5747     -0.1395      3.5794      3.5747  Siess     
    0.500000      3.5756     -0.1349      3.5829      3.5756  Siess     
    0.505000      3.5765     -0.1293      3.5852      3.5765  Siess     
    0.510000      3.5773     -0.1237      3.5875      3.5773  Siess     
    0.515000      3.5782     -0.1182      3.5898      3.5782  Siess     
    0.520000      3.5790     -0.1127      3.5920      3.5790  Siess     
    0.525000      3.5798     -0.1072      3.5942      3.5798  Siess     
    0.530000      3.5806     -0.1019      3.5964      3.5806  Siess     
    0.535000      3.5814     -0.0965      3.5986      3.5814  Siess     
    0.540000      3.5822     -0.0913      3.6008      3.5822  Siess     
    0.545000      3.5830     -0.0860      3.6029      3.5830  Siess     
    0.550000      3.5838     -0.0808      3.6050      3.5838  Siess     
    0.555000      3.5845     -0.0757      3.6071      3.5845  Siess     
    0.560000      3.5853     -0.0706      3.6092      3.5853  Siess     
    0.565000      3.5860     -0.0656      3.6113      3.5860  Siess     
    0.570000      3.5868     -0.0606      3.6133      3.5868  Siess     
    0.575000      3.5875     -0.0556      3.6153      3.5875  Siess     
    0.580000      3.5883     -0.0507      3.6173      3.5883  Siess     
    0.585000      3.5890     -0.0458      3.6193      3.5890  Siess     
    0.590000      3.5897     -0.0410      3.6213      3.5897  Siess     
    0.595000      3.5904     -0.0362      3.6233      3.5904  Siess     
    0.600000      3.5912     -0.0314      3.6252      3.5912  Siess     
    0.605000      3.5919     -0.0229      3.6228      3.5919  Siess     
    0.610000      3.5926     -0.0145      3.6204      3.5926  Siess     
    0.615000      3.5933     -0.0061      3.6181      3.5933  Siess     
    0.620000      3.5939      0.0022      3.6157      3.5939  Siess     
    0.625000      3.5946      0.0104      3.6134      3.5946  Siess     
    0.630000      3.5953      0.0185      3.6111      3.5953  Siess     
    0.635000      3.5960      0.0266      3.6089      3.5960  Siess     
    0.640000      3.5966      0.0347      3.6066      3.5966  Siess     
    0.645000      3.5973      0.0427      3.6044      3.5973  Siess     
    0.650000      3.5979      0.0506      3.6021      3.5979  Siess     
    0.655000      3.5986      0.0584      3.5999      3.5986  Siess     
    0.660000      3.5992      0.0662      3.5977      3.5992  Siess     
    0.665000      3.5999      0.0739      3.5956      3.5999  Siess     
    0.670000      3.6005      0.0816      3.5934      3.6005  Siess     
    0.675000      3.6011      0.0892      3.5913      3.6011  Siess     
    0.680000      3.6018      0.0968      3.5891      3.6018  Siess     
    0.685000      3.6024      0.1043      3.5870      3.6024  Siess     
    0.690000      3.6030      0.1117      3.5849      3.6030  Siess     
    0.695000      3.6036      0.1191      3.5829      3.6036  Siess     
    0.700000      3.6042      0.1265      3.5808      3.6042  Siess     
    0.705000      3.6048      0.1273      3.5855      3.6048  Siess     
    0.710000      3.6054      0.1282      3.5901      3.6054  Siess     
    0.715000      3.6059      0.1290      3.5948      3.6059  Siess     
    0.720000      3.6065      0.1298      3.5993      3.6065  Siess     
    0.725000      3.6070      0.1307      3.6039      3.6070  Siess     
    0.730000      3.6076      0.1315      3.6084      3.6076  Siess     
    0.735000      3.6081      0.1323      3.6129      3.6081  Siess     
    0.740000      3.6087      0.1331      3.6174      3.6087  Siess     
    0.745000      3.6092      0.1339      3.6218      3.6092  Siess     
    0.750000      3.6097      0.1347      3.6262      3.6097  Siess     
    0.755000      3.6103      0.1355      3.6306      3.6103  Siess     
    0.760000      3.6108      0.1363      3.6350      3.6108  Siess     
