    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4646     -1.0246      3.3398      3.4646  Siess     
    0.105000      3.4664     -1.0020      3.3450      3.4664  Siess     
    0.110000      3.4682     -0.9804      3.3498      3.4682  Siess     
    0.115000      3.4699     -0.9597      3.3545      3.4699  Siess     
    0.120000      3.4715     -0.9400      3.3589      3.4715  Siess     
    0.125000      3.4730     -0.9210      3.3632      3.4730  Siess     
    0.130000      3.4745     -0.9028      3.3673      3.4745  Siess     
    0.135000      3.4759     -0.8804      3.3674      3.4759  Siess     
    0.140000      3.4772     -0.8588      3.3675      3.4772  Siess     
    0.145000      3.4785     -0.8379      3.3676      3.4785  Siess     
    0.150000      3.4797     -0.8178      3.3676      3.4797  Siess     
    0.155000      3.4809     -0.7983      3.3677      3.4809  Siess     
    0.160000      3.4820     -0.7794      3.3678      3.4820  Siess     
    0.165000      3.4827     -0.7409      3.3440      3.4827  Siess     
    0.170000      3.4833     -0.7034      3.3209      3.4833  Siess     
    0.175000      3.4840     -0.6671      3.2985      3.4840  Siess     
    0.180000      3.4846     -0.6318      3.2767      3.4846  Siess     
    0.185000      3.4852     -0.5974      3.2555      3.4852  Siess     
    0.190000      3.4858     -0.5640      3.2348      3.4858  Siess     
    0.195000      3.4864     -0.5314      3.2147      3.4864  Siess     
    0.200000      3.4869     -0.4997      3.1951      3.4869  Siess     
    0.205000      3.4892     -0.4874      3.2023      3.4892  Siess     
    0.210000      3.4914     -0.4755      3.2093      3.4914  Siess     
    0.215000      3.4936     -0.4638      3.2162      3.4936  Siess     
    0.220000      3.4958     -0.4524      3.2228      3.4958  Siess     
    0.225000      3.4978     -0.4412      3.2294      3.4978  Siess     
    0.230000      3.4999     -0.4303      3.2358      3.4999  Siess     
    0.235000      3.5019     -0.4196      3.2420      3.5019  Siess     
    0.240000      3.5038     -0.4092      3.2481      3.5038  Siess     
    0.245000      3.5057     -0.3989      3.2541      3.5057  Siess     
    0.250000      3.5076     -0.3889      3.2600      3.5076  Siess     
    0.255000      3.5097     -0.3569      3.2448      3.5097  Siess     
    0.260000      3.5117     -0.3256      3.2299      3.5117  Siess     
    0.265000      3.5137     -0.2948      3.2153      3.5137  Siess     
    0.270000      3.5157     -0.2647      3.2009      3.5157  Siess     
    0.275000      3.5176     -0.2351      3.1868      3.5176  Siess     
