    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4805     -1.4028      3.7986      3.4805  Siess     
    0.105000      3.4821     -1.3719      3.7949      3.4821  Siess     
    0.110000      3.4836     -1.3425      3.7914      3.4836  Siess     
    0.115000      3.4851     -1.3144      3.7881      3.4851  Siess     
    0.120000      3.4864     -1.2875      3.7849      3.4864  Siess     
    0.125000      3.4878     -1.2617      3.7818      3.4878  Siess     
    0.130000      3.4890     -1.2370      3.7788      3.4890  Siess     
    0.135000      3.4907     -1.2267      3.7915      3.4907  Siess     
    0.140000      3.4924     -1.2168      3.8037      3.4924  Siess     
    0.145000      3.4940     -1.2072      3.8155      3.4940  Siess     
    0.150000      3.4955     -1.1980      3.8269      3.4955  Siess     
    0.155000      3.4970     -1.1891      3.8379      3.4970  Siess     
    0.160000      3.4984     -1.1804      3.8486      3.4984  Siess     
    0.165000      3.5000     -1.1713      3.8592      3.5000  Siess     
    0.170000      3.5015     -1.1625      3.8695      3.5015  Siess     
    0.175000      3.5030     -1.1539      3.8795      3.5030  Siess     
    0.180000      3.5045     -1.1455      3.8892      3.5045  Siess     
    0.185000      3.5059     -1.1374      3.8987      3.5059  Siess     
    0.190000      3.5073     -1.1295      3.9079      3.5073  Siess     
    0.195000      3.5086     -1.1218      3.9168      3.5086  Siess     
    0.200000      3.5099     -1.1143      3.9255      3.5099  Siess     
    0.205000      3.5112     -1.1014      3.9283      3.5112  Siess     
    0.210000      3.5126     -1.0889      3.9310      3.5126  Siess     
    0.215000      3.5138     -1.0766      3.9336      3.5138  Siess     
    0.220000      3.5151     -1.0647      3.9362      3.5151  Siess     
    0.225000      3.5163     -1.0530      3.9387      3.5163  Siess     
    0.230000      3.5175     -1.0415      3.9411      3.5175  Siess     
    0.235000      3.5187     -1.0303      3.9435      3.5187  Siess     
    0.240000      3.5198     -1.0193      3.9459      3.5198  Siess     
    0.245000      3.5210     -1.0086      3.9482      3.5210  Siess     
    0.250000      3.5221     -0.9981      3.9504      3.5221  Siess     
    0.255000      3.5235     -0.9893      3.9545      3.5235  Siess     
    0.260000      3.5249     -0.9806      3.9585      3.5249  Siess     
    0.265000      3.5263     -0.9722      3.9624      3.5263  Siess     
