    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4647     -1.0279      3.3435      3.4647  Siess     
    0.105000      3.4666     -1.0057      3.3493      3.4666  Siess     
    0.110000      3.4684     -0.9845      3.3547      3.4684  Siess     
    0.115000      3.4701     -0.9643      3.3599      3.4701  Siess     
    0.120000      3.4718     -0.9449      3.3649      3.4718  Siess     
    0.125000      3.4733     -0.9263      3.3697      3.4733  Siess     
    0.130000      3.4748     -0.9084      3.3743      3.4748  Siess     
    0.135000      3.4762     -0.8861      3.3745      3.4762  Siess     
    0.140000      3.4775     -0.8646      3.3748      3.4775  Siess     
    0.145000      3.4788     -0.8438      3.3750      3.4788  Siess     
    0.150000      3.4800     -0.8237      3.3752      3.4800  Siess     
    0.155000      3.4812     -0.8043      3.3754      3.4812  Siess     
    0.160000      3.4823     -0.7855      3.3756      3.4823  Siess     
    0.165000      3.4829     -0.7462      3.3509      3.4829  Siess     
    0.170000      3.4836     -0.7080      3.3269      3.4836  Siess     
    0.175000      3.4842     -0.6710      3.3037      3.4842  Siess     
    0.180000      3.4847     -0.6350      3.2810      3.4847  Siess     
    0.185000      3.4853     -0.6000      3.2590      3.4853  Siess     
    0.190000      3.4859     -0.5659      3.2376      3.4859  Siess     
    0.195000      3.4864     -0.5327      3.2167      3.4864  Siess     
    0.200000      3.4869     -0.5004      3.1964      3.4869  Siess     
    0.205000      3.4892     -0.4880      3.2034      3.4892  Siess     
    0.210000      3.4915     -0.4760      3.2103      3.4915  Siess     
    0.215000      3.4936     -0.4643      3.2170      3.4936  Siess     
    0.220000      3.4958     -0.4528      3.2236      3.4958  Siess     
    0.225000      3.4978     -0.4416      3.2300      3.4978  Siess     
    0.230000      3.4999     -0.4307      3.2362      3.4999  Siess     
    0.235000      3.5019     -0.4199      3.2424      3.5019  Siess     
    0.240000      3.5038     -0.4094      3.2484      3.5038  Siess     
    0.245000      3.5057     -0.3992      3.2542      3.5057  Siess     
    0.250000      3.5076     -0.3891      3.2600      3.5076  Siess     
    0.255000      3.5097     -0.3573      3.2448      3.5097  Siess     
    0.260000      3.5117     -0.3261      3.2299      3.5117  Siess     
    0.265000      3.5137     -0.2955      3.2153      3.5137  Siess     
    0.270000      3.5157     -0.2655      3.2009      3.5157  Siess     
    0.275000      3.5176     -0.2360      3.1868      3.5176  Siess     
    0.280000      3.5195     -0.2070      3.1730      3.5195  Siess     
    0.285000      3.5213     -0.1786      3.1594      3.5213  Siess     
    0.290000      3.5232     -0.1507      3.1460      3.5232  Siess     
    0.295000      3.5250     -0.1232      3.1329      3.5250  Siess     
    0.300000      3.5267     -0.0962      3.1200      3.5267  Siess     
    0.305000      3.5284     -0.0810      3.1189      3.5284  Siess     
    0.310000      3.5301     -0.0661      3.1178      3.5301  Siess     
    0.315000      3.5318     -0.0514      3.1167      3.5318  Siess     
    0.320000      3.5334     -0.0369      3.1156      3.5334  Siess     
    0.325000      3.5350     -0.0227      3.1146      3.5350  Siess     
