    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4607     -0.9454      3.2403      3.4607  Siess     
    0.105000      3.4623     -0.9192      3.2418      3.4623  Siess     
    0.110000      3.4639     -0.8942      3.2431      3.4639  Siess     
    0.115000      3.4654     -0.8703      3.2444      3.4654  Siess     
    0.120000      3.4668     -0.8475      3.2457      3.4668  Siess     
    0.125000      3.4681     -0.8255      3.2468      3.4681  Siess     
    0.130000      3.4694     -0.8044      3.2480      3.4694  Siess     
    0.135000      3.4709     -0.7820      3.2471      3.4709  Siess     
    0.140000      3.4722     -0.7603      3.2461      3.4722  Siess     
    0.145000      3.4735     -0.7394      3.2453      3.4735  Siess     
    0.150000      3.4748     -0.7193      3.2444      3.4748  Siess     
    0.155000      3.4760     -0.6998      3.2436      3.4760  Siess     
    0.160000      3.4772     -0.6809      3.2428      3.4772  Siess     
    0.165000      3.4785     -0.6533      3.2333      3.4785  Siess     
    0.170000      3.4797     -0.6266      3.2240      3.4797  Siess     
    0.175000      3.4809     -0.6007      3.2151      3.4809  Siess     
    0.180000      3.4820     -0.5755      3.2064      3.4820  Siess     
    0.185000      3.4831     -0.5510      3.1979      3.4831  Siess     
    0.190000      3.4842     -0.5271      3.1896      3.4842  Siess     
    0.195000      3.4853     -0.5039      3.1816      3.4853  Siess     
    0.200000      3.4863     -0.4812      3.1737      3.4863  Siess     
    0.205000      3.4886     -0.4705      3.1824      3.4886  Siess     
    0.210000      3.4909     -0.4601      3.1909      3.4909  Siess     
    0.215000      3.4932     -0.4499      3.1992      3.4932  Siess     
    0.220000      3.4954     -0.4399      3.2073      3.4954  Siess     
    0.225000      3.4975     -0.4302      3.2153      3.4975  Siess     
    0.230000      3.4996     -0.4206      3.2230      3.4996  Siess     
    0.235000      3.5016     -0.4113      3.2306      3.5016  Siess     
    0.240000      3.5036     -0.4022      3.2380      3.5036  Siess     
    0.245000      3.5056     -0.3933      3.2453      3.5056  Siess     
    0.250000      3.5075     -0.3845      3.2524      3.5075  Siess     
    0.255000      3.5096     -0.3510      3.2359      3.5096  Siess     
    0.260000      3.5117     -0.3182      3.2197      3.5117  Siess     
    0.265000      3.5137     -0.2859      3.2038      3.5137  Siess     
    0.270000      3.5157     -0.2543      3.1882      3.5157  Siess     
    0.275000      3.5176     -0.2233      3.1729      3.5176  Siess     
    0.280000      3.5195     -0.1928      3.1578      3.5195  Siess     
    0.285000      3.5214     -0.1629      3.1430      3.5214  Siess     
    0.290000      3.5233     -0.1334      3.1285      3.5233  Siess     
    0.295000      3.5251     -0.1045      3.1143      3.5251  Siess     
    0.300000      3.5269     -0.0761      3.1002      3.5269  Siess     
    0.305000      3.5285     -0.0593      3.0974      3.5285  Siess     
    0.310000      3.5302     -0.0427      3.0946      3.5302  Siess     
    0.315000      3.5318     -0.0264      3.0918      3.5318  Siess     
    0.320000      3.5334     -0.0103      3.0891      3.5334  Siess     
    0.325000      3.5350      0.0055      3.0864      3.5350  Siess     
    0.330000      3.5366      0.0210      3.0838      3.5366  Siess     
