    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4849     -2.3130      4.7576      3.4849  Siess     
    0.105000      3.4878     -2.2788      4.7567      3.4878  Siess     
    0.110000      3.4906     -2.2461      4.7558      3.4906  Siess     
    0.115000      3.4932     -2.2149      4.7550      3.4932  Siess     
    0.120000      3.4957     -2.1851      4.7542      3.4957  Siess     
    0.125000      3.4981     -2.1564      4.7534      3.4981  Siess     
    0.130000      3.5004     -2.1289      4.7527      3.5004  Siess     
    0.135000      3.5024     -2.1048      4.7530      3.5024  Siess     
    0.140000      3.5043     -2.0816      4.7534      3.5043  Siess     
    0.145000      3.5062     -2.0591      4.7537      3.5062  Siess     
    0.150000      3.5079     -2.0375      4.7540      3.5079  Siess     
    0.155000      3.5097     -2.0165      4.7543      3.5097  Siess     
    0.160000      3.5113     -1.9962      4.7546      3.5113  Siess     
    0.165000      3.5129     -1.9771      4.7540      3.5129  Siess     
    0.170000      3.5144     -1.9585      4.7534      3.5144  Siess     
    0.175000      3.5158     -1.9404      4.7528      3.5158  Siess     
    0.180000      3.5172     -1.9229      4.7522      3.5172  Siess     
    0.185000      3.5186     -1.9059      4.7516      3.5186  Siess     
    0.190000      3.5199     -1.8893      4.7511      3.5199  Siess     
    0.195000      3.5212     -1.8731      4.7505      3.5212  Siess     
    0.200000      3.5225     -1.8573      4.7500      3.5225  Siess     
    0.205000      3.5241     -1.8419      4.7501      3.5241  Siess     
    0.210000      3.5257     -1.8269      4.7501      3.5257  Siess     
    0.215000      3.5272     -1.8122      4.7501      3.5272  Siess     
    0.220000      3.5287     -1.7978      4.7501      3.5287  Siess     
    0.225000      3.5302     -1.7838      4.7501      3.5302  Siess     
    0.230000      3.5316     -1.7701      4.7502      3.5316  Siess     
    0.235000      3.5330     -1.7566      4.7502      3.5330  Siess     
    0.240000      3.5344     -1.7435      4.7502      3.5344  Siess     
    0.245000      3.5357     -1.7306      4.7502      3.5357  Siess     
    0.250000      3.5371     -1.7180      4.7502      3.5371  Siess     
    0.255000      3.5382     -1.7052      4.7496      3.5382  Siess     
    0.260000      3.5394     -1.6927      4.7489      3.5394  Siess     
    0.265000      3.5405     -1.6804      4.7483      3.5405  Siess     
    0.270000      3.5416     -1.6684      4.7476      3.5416  Siess     
    0.275000      3.5427     -1.6566      4.7470      3.5427  Siess     
    0.280000      3.5438     -1.6450      4.7464      3.5438  Siess     
    0.285000      3.5448     -1.6335      4.7458      3.5448  Siess     
    0.290000      3.5459     -1.6223      4.7452      3.5459  Siess     
    0.295000      3.5469     -1.6113      4.7447      3.5469  Siess     
    0.300000      3.5479     -1.6005      4.7441      3.5479  Siess     
    0.305000      3.5489     -1.5895      4.7442      3.5489  Siess     
    0.310000      3.5499     -1.5787      4.7443      3.5499  Siess     
    0.315000      3.5508     -1.5681      4.7444      3.5508  Siess     
    0.320000      3.5518     -1.5577      4.7445      3.5518  Siess     
    0.325000      3.5527     -1.5474      4.7445      3.5527  Siess     
    0.330000      3.5536     -1.5372      4.7446      3.5536  Siess     
    0.335000      3.5546     -1.5273      4.7447      3.5546  Siess     
    0.340000      3.5555     -1.5174      4.7448      3.5555  Siess     
    0.345000      3.5563     -1.5077      4.7449      3.5563  Siess     
    0.350000      3.5572     -1.4982      4.7449      3.5572  Siess     
    0.355000      3.5581     -1.4888      4.7450      3.5581  Siess     
    0.360000      3.5589     -1.4795      4.7451      3.5589  Siess     
