    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4637     -1.0050      3.3152      3.4637  Siess     
    0.105000      3.4654     -0.9805      3.3179      3.4654  Siess     
    0.110000      3.4671     -0.9572      3.3205      3.4671  Siess     
    0.115000      3.4687     -0.9349      3.3229      3.4687  Siess     
    0.120000      3.4702     -0.9135      3.3253      3.4702  Siess     
    0.125000      3.4717     -0.8930      3.3275      3.4717  Siess     
    0.130000      3.4731     -0.8733      3.3297      3.4731  Siess     
    0.135000      3.4744     -0.8509      3.3302      3.4744  Siess     
    0.140000      3.4758     -0.8293      3.3306      3.4758  Siess     
    0.145000      3.4771     -0.8084      3.3311      3.4771  Siess     
    0.150000      3.4783     -0.7883      3.3315      3.4783  Siess     
    0.155000      3.4795     -0.7688      3.3319      3.4795  Siess     
    0.160000      3.4807     -0.7499      3.3323      3.4807  Siess     
    0.165000      3.4815     -0.7149      3.3125      3.4815  Siess     
    0.170000      3.4823     -0.6810      3.2933      3.4823  Siess     
    0.175000      3.4831     -0.6480      3.2747      3.4831  Siess     
    0.180000      3.4839     -0.6160      3.2566      3.4839  Siess     
    0.185000      3.4847     -0.5848      3.2390      3.4847  Siess     
    0.190000      3.4854     -0.5545      3.2219      3.4854  Siess     
    0.195000      3.4861     -0.5250      3.2052      3.4861  Siess     
    0.200000      3.4868     -0.4962      3.1890      3.4868  Siess     
    0.205000      3.4891     -0.4842      3.1968      3.4891  Siess     
    0.210000      3.4914     -0.4725      3.2045      3.4914  Siess     
    0.215000      3.4936     -0.4611      3.2120      3.4936  Siess     
    0.220000      3.4957     -0.4500      3.2193      3.4957  Siess     
    0.225000      3.4978     -0.4391      3.2265      3.4978  Siess     
    0.230000      3.4998     -0.4284      3.2335      3.4998  Siess     
    0.235000      3.5018     -0.4180      3.2403      3.5018  Siess     
    0.240000      3.5038     -0.4078      3.2470      3.5038  Siess     
    0.245000      3.5057     -0.3978      3.2536      3.5057  Siess     
    0.250000      3.5076     -0.3880      3.2600      3.5076  Siess     
    0.255000      3.5097     -0.3554      3.2438      3.5097  Siess     
    0.260000      3.5117     -0.3234      3.2279      3.5117  Siess     
    0.265000      3.5137     -0.2920      3.2123      3.5137  Siess     
    0.270000      3.5157     -0.2613      3.1971      3.5157  Siess     
    0.275000      3.5176     -0.2310      3.1820      3.5176  Siess     
    0.280000      3.5195     -0.2014      3.1673      3.5195  Siess     
    0.285000      3.5213     -0.1722      3.1528      3.5213  Siess     
    0.290000      3.5232     -0.1436      3.1386      3.5232  Siess     
    0.295000      3.5250     -0.1154      3.1246      3.5250  Siess     
    0.300000      3.5267     -0.0877      3.1109      3.5267  Siess     
    0.305000      3.5284     -0.0717      3.1091      3.5284  Siess     
    0.310000      3.5301     -0.0560      3.1074      3.5301  Siess     
    0.315000      3.5317     -0.0405      3.1056      3.5317  Siess     
    0.320000      3.5333     -0.0253      3.1040      3.5333  Siess     
    0.325000      3.5349     -0.0103      3.1023      3.5349  Siess     
    0.330000      3.5364      0.0045      3.1006      3.5364  Siess     
    0.335000      3.5380      0.0190      3.0990      3.5380  Siess     
    0.340000      3.5395      0.0334      3.0974      3.5395  Siess     
    0.345000      3.5410      0.0475      3.0959      3.5410  Siess     
    0.350000      3.5424      0.0614      3.0943      3.5424  Siess     
    0.355000      3.5439      0.0752      3.0928      3.5439  Siess     
    0.360000      3.5453      0.0887      3.0913      3.5453  Siess     
    0.365000      3.5467      0.1021      3.0898      3.5467  Siess     
    0.370000      3.5481      0.1152      3.0884      3.5481  Siess     
    0.375000      3.5495      0.1282      3.0869      3.5495  Siess     
    0.380000      3.5508      0.1410      3.0855      3.5508  Siess     
    0.385000      3.5522      0.1537      3.0841      3.5522  Siess     
    0.390000      3.5535      0.1662      3.0827      3.5535  Siess     
    0.395000      3.5548      0.1785      3.0814      3.5548  Siess     
    0.400000      3.5561      0.1907      3.0800      3.5561  Siess     
    0.405000      3.5572      0.1995      3.0811      3.5572  Siess     
    0.410000      3.5584      0.2083      3.0822      3.5584  Siess     
    0.415000      3.5595      0.2170      3.0833      3.5595  Siess     
    0.420000      3.5606      0.2255      3.0844      3.5606  Siess     
    0.425000      3.5617      0.2340      3.0854      3.5617  Siess     
    0.430000      3.5628      0.2423      3.0865      3.5628  Siess     
    0.435000      3.5639      0.2506      3.0875      3.5639  Siess     
    0.440000      3.5649      0.2588      3.0885      3.5649  Siess     
    0.445000      3.5660      0.2668      3.0896      3.5660  Siess     
    0.450000      3.5670      0.2748      3.0906      3.5670  Siess     
    0.455000      3.5680      0.2827      3.0915      3.5680  Siess     
    0.460000      3.5691      0.2905      3.0925      3.5691  Siess     
    0.465000      3.5701      0.2982      3.0935      3.5701  Siess     
    0.470000      3.5711      0.3059      3.0945      3.5711  Siess     
    0.475000      3.5720      0.3134      3.0954      3.5720  Siess     
    0.480000      3.5730      0.3209      3.0963      3.5730  Siess     
    0.485000      3.5740      0.3283      3.0973      3.5740  Siess     
    0.490000      3.5749      0.3357      3.0982      3.5749  Siess     
    0.495000      3.5759      0.3429      3.0991      3.5759  Siess     
    0.500000      3.5768      0.3501      3.1000      3.5768  Siess     
    0.505000      3.5777      0.3527      3.1050      3.5777  Siess     
    0.510000      3.5785      0.3554      3.1099      3.5785  Siess     
    0.515000      3.5793      0.3579      3.1147      3.5793  Siess     
    0.520000      3.5802      0.3605      3.1195      3.5802  Siess     
    0.525000      3.5810      0.3631      3.1243      3.5810  Siess     
    0.530000      3.5818      0.3656      3.1290      3.5818  Siess     
    0.535000      3.5826      0.3681      3.1337      3.5826  Siess     
    0.540000      3.5834      0.3706      3.1384      3.5834  Siess     
    0.545000      3.5842      0.3730      3.1429      3.5842  Siess     
    0.550000      3.5850      0.3754      3.1475      3.5850  Siess     
    0.555000      3.5858      0.3778      3.1520      3.5858  Siess     
    0.560000      3.5866      0.3802      3.1565      3.5866  Siess     
    0.565000      3.5873      0.3826      3.1609      3.5873  Siess     
    0.570000      3.5881      0.3849      3.1653      3.5881  Siess     
    0.575000      3.5888      0.3873      3.1697      3.5888  Siess     
    0.580000      3.5896      0.3896      3.1740      3.5896  Siess     
    0.585000      3.5903      0.3918      3.1782      3.5903  Siess     
    0.590000      3.5911      0.3941      3.1825      3.5911  Siess     
    0.595000      3.5918      0.3963      3.1867      3.5918  Siess     
    0.600000      3.5925      0.3986      3.1909      3.5925  Siess     
    0.605000      3.5930      0.4106      3.1847      3.5930  Siess     
    0.610000      3.5935      0.4225      3.1787      3.5935  Siess     
    0.615000      3.5940      0.4343      3.1727      3.5940  Siess     
    0.620000      3.5945      0.4460      3.1667      3.5945  Siess     
    0.625000      3.5950      0.4576      3.1608      3.5950  Siess     
    0.630000      3.5955      0.4691      3.1549      3.5955  Siess     
    0.635000      3.5960      0.4805      3.1491      3.5960  Siess     
    0.640000      3.5965      0.4918      3.1433      3.5965  Siess     
    0.645000      3.5970      0.5031      3.1375      3.5970  Siess     
    0.650000      3.5975      0.5142      3.1318      3.5975  Siess     
    0.655000      3.5980      0.5253      3.1262      3.5980  Siess     
    0.660000      3.5984      0.5363      3.1206      3.5984  Siess     
    0.665000      3.5989      0.5472      3.1150      3.5989  Siess     
    0.670000      3.5994      0.5580      3.1095      3.5994  Siess     
    0.675000      3.5998      0.5688      3.1040      3.5998  Siess     
    0.680000      3.6003      0.5794      3.0986      3.6003  Siess     
    0.685000      3.6007      0.5900      3.0932      3.6007  Siess     
    0.690000      3.6012      0.6005      3.0878      3.6012  Siess     
    0.695000      3.6016      0.6110      3.0825      3.6016  Siess     
    0.700000      3.6021      0.6213      3.0772      3.6021  Siess     
    0.705000      3.6028      0.6145      3.0900      3.6028  Siess     
    0.710000      3.6034      0.6077      3.1027      3.6034  Siess     
    0.715000      3.6041      0.6009      3.1153      3.6041  Siess     
    0.720000      3.6047      0.5942      3.1278      3.6047  Siess     
    0.725000      3.6054      0.5875      3.1402      3.6054  Siess     
    0.730000      3.6060      0.5809      3.1525      3.6060  Siess     
    0.735000      3.6067      0.5743      3.1648      3.6067  Siess     
    0.740000      3.6073      0.5677      3.1770      3.6073  Siess     
    0.745000      3.6079      0.5612      3.1891      3.6079  Siess     
    0.750000      3.6085      0.5548      3.2011      3.6085  Siess     
    0.755000      3.6092      0.5484      3.2130      3.6092  Siess     
    0.760000      3.6098      0.5420      3.2248      3.6098  Siess     
    0.765000      3.6104      0.5357      3.2366      3.6104  Siess     
    0.770000      3.6110      0.5294      3.2483      3.6110  Siess     
    0.775000      3.6116      0.5232      3.2599      3.6116  Siess     
    0.780000      3.6122      0.5170      3.2715      3.6122  Siess     
    0.785000      3.6128      0.5108      3.2830      3.6128  Siess     
    0.790000      3.6134      0.5047      3.2944      3.6134  Siess     
    0.795000      3.6140      0.4986      3.3057      3.6140  Siess     
    0.800000      3.6146      0.4925      3.3169      3.6146  Siess     
    0.805000      3.6150      0.4956      3.3182      3.6150  Siess     
    0.810000      3.6154      0.4987      3.3194      3.6154  Siess     
    0.815000      3.6158      0.5018      3.3206      3.6158  Siess     
    0.820000      3.6162      0.5048      3.3218      3.6162  Siess     
    0.825000      3.6166      0.5078      3.3231      3.6166  Siess     
    0.830000      3.6170      0.5109      3.3243      3.6170  Siess     
    0.835000      3.6174      0.5138      3.3255      3.6174  Siess     
    0.840000      3.6177      0.5168      3.3266      3.6177  Siess     
    0.845000      3.6181      0.5198      3.3278      3.6181  Siess     
    0.850000      3.6185      0.5227      3.3290      3.6185  Siess     
    0.855000      3.6189      0.5256      3.3302      3.6189  Siess     
    0.860000      3.6193      0.5285      3.3313      3.6193  Siess     
    0.865000      3.6196      0.5314      3.3325      3.6196  Siess     
    0.870000      3.6200      0.5343      3.3336      3.6200  Siess     
    0.875000      3.6204      0.5371      3.3348      3.6204  Siess     
    0.880000      3.6208      0.5400      3.3359      3.6208  Siess     
    0.885000      3.6211      0.5428      3.3370      3.6211  Siess     
    0.890000      3.6215      0.5456      3.3381      3.6215  Siess     
    0.895000      3.6219      0.5484      3.3393      3.6219  Siess     
    0.900000      3.6222      0.5512      3.3404      3.6222  Siess     
    0.905000      3.6226      0.5545      3.3409      3.6226  Siess     
    0.910000      3.6230      0.5578      3.3415      3.6230  Siess     
    0.915000      3.6233      0.5610      3.3420      3.6233  Siess     
    0.920000      3.6237      0.5643      3.3426      3.6237  Siess     
    0.925000      3.6240      0.5676      3.3431      3.6240  Siess     
    0.930000      3.6244      0.5708      3.3437      3.6244  Siess     
    0.935000      3.6248      0.5740      3.3442      3.6248  Siess     
    0.940000      3.6251      0.5772      3.3447      3.6251  Siess     
    0.945000      3.6255      0.5804      3.3453      3.6255  Siess     
    0.950000      3.6258      0.5835      3.3458      3.6258  Siess     
    0.955000      3.6262      0.5867      3.3463      3.6262  Siess     
    0.960000      3.6265      0.5898      3.3469      3.6265  Siess     
    0.965000      3.6268      0.5929      3.3474      3.6268  Siess     
    0.970000      3.6272      0.5960      3.3479      3.6272  Siess     
    0.975000      3.6275      0.5991      3.3484      3.6275  Siess     
    0.980000      3.6279      0.6021      3.3489      3.6279  Siess     
