    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4662     -1.0592      3.3810      3.4662  Siess     
    0.105000      3.4685     -1.0461      3.3988      3.4685  Siess     
    0.110000      3.4707     -1.0335      3.4158      3.4707  Siess     
    0.115000      3.4729     -1.0215      3.4321      3.4729  Siess     
    0.120000      3.4749     -1.0100      3.4476      3.4749  Siess     
    0.125000      3.4769     -0.9990      3.4625      3.4769  Siess     
    0.130000      3.4788     -0.9885      3.4769      3.4788  Siess     
    0.135000      3.4800     -0.9627      3.4720      3.4800  Siess     
    0.140000      3.4812     -0.9379      3.4673      3.4812  Siess     
    0.145000      3.4823     -0.9140      3.4627      3.4823  Siess     
    0.150000      3.4835     -0.8909      3.4583      3.4835  Siess     
    0.155000      3.4845     -0.8685      3.4541      3.4845  Siess     
    0.160000      3.4856     -0.8469      3.4500      3.4856  Siess     
    0.165000      3.4858     -0.8003      3.4161      3.4858  Siess     
    0.170000      3.4860     -0.7551      3.3831      3.4860  Siess     
    0.175000      3.4863     -0.7112      3.3512      3.4863  Siess     
    0.180000      3.4865     -0.6685      3.3201      3.4865  Siess     
    0.185000      3.4867     -0.6270      3.2899      3.4867  Siess     
    0.190000      3.4869     -0.5866      3.2605      3.4869  Siess     
    0.195000      3.4871     -0.5473      3.2318      3.4871  Siess     
    0.200000      3.4872     -0.5089      3.2039      3.4872  Siess     
    0.205000      3.4895     -0.4961      3.2101      3.4895  Siess     
    0.210000      3.4917     -0.4836      3.2162      3.4917  Siess     
    0.215000      3.4938     -0.4714      3.2221      3.4938  Siess     
    0.220000      3.4959     -0.4595      3.2279      3.4959  Siess     
    0.225000      3.4980     -0.4478      3.2335      3.4980  Siess     
    0.230000      3.5000     -0.4364      3.2390      3.5000  Siess     
    0.235000      3.5019     -0.4252      3.2445      3.5019  Siess     
    0.240000      3.5039     -0.4143      3.2497      3.5039  Siess     
    0.245000      3.5057     -0.4036      3.2549      3.5057  Siess     
    0.250000      3.5076     -0.3931      3.2600      3.5076  Siess     
    0.255000      3.5096     -0.3641      3.2481      3.5096  Siess     
    0.260000      3.5116     -0.3356      3.2363      3.5116  Siess     
    0.265000      3.5136     -0.3077      3.2248      3.5136  Siess     
    0.270000      3.5156     -0.2803      3.2136      3.5156  Siess     
    0.275000      3.5175     -0.2534      3.2025      3.5175  Siess     
    0.280000      3.5193     -0.2269      3.1916      3.5193  Siess     
    0.285000      3.5212     -0.2010      3.1809      3.5212  Siess     
    0.290000      3.5230     -0.1755      3.1705      3.5230  Siess     
    0.295000      3.5247     -0.1504      3.1601      3.5247  Siess     
    0.300000      3.5265     -0.1258      3.1500      3.5265  Siess     
    0.305000      3.5282     -0.1165      3.1547      3.5282  Siess     
    0.310000      3.5298     -0.1074      3.1593      3.5298  Siess     
    0.315000      3.5314     -0.0984      3.1639      3.5314  Siess     
    0.320000      3.5331     -0.0896      3.1684      3.5331  Siess     
    0.325000      3.5346     -0.0809      3.1728      3.5346  Siess     
    0.330000      3.5362     -0.0723      3.1771      3.5362  Siess     
    0.335000      3.5377     -0.0639      3.1814      3.5377  Siess     
    0.340000      3.5392     -0.0556      3.1856      3.5392  Siess     
    0.345000      3.5407     -0.0474      3.1898      3.5407  Siess     
    0.350000      3.5422     -0.0393      3.1939      3.5422  Siess     
    0.355000      3.5436     -0.0314      3.1979      3.5436  Siess     
    0.360000      3.5451     -0.0235      3.2019      3.5451  Siess     
    0.365000      3.5465     -0.0158      3.2058      3.5465  Siess     
    0.370000      3.5479     -0.0082      3.2097      3.5479  Siess     
    0.375000      3.5492     -0.0006      3.2135      3.5492  Siess     
