    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4434     -3.0872      5.3300      3.4434  Siess     
    0.105000      3.4515     -3.0056      5.3095      3.4515  Siess     
    0.110000      3.4593     -2.9278      5.2900      3.4593  Siess     
    0.115000      3.4667     -2.8535      5.2714      3.4667  Siess     
    0.120000      3.4738     -2.7823      5.2536      3.4738  Siess     
    0.125000      3.4806     -2.7140      5.2364      3.4806  Siess     
    0.130000      3.4871     -2.6484      5.2200      3.4871  Siess     
    0.135000      3.4901     -2.6075      5.2091      3.4901  Siess     
    0.140000      3.4930     -2.5680      5.1986      3.4930  Siess     
    0.145000      3.4958     -2.5299      5.1884      3.4958  Siess     
    0.150000      3.4985     -2.4932      5.1786      3.4985  Siess     
    0.155000      3.5011     -2.4576      5.1692      3.5011  Siess     
    0.160000      3.5037     -2.4231      5.1600      3.5037  Siess     
    0.165000      3.5058     -2.3944      5.1517      3.5058  Siess     
    0.170000      3.5078     -2.3666      5.1437      3.5078  Siess     
    0.175000      3.5098     -2.3396      5.1359      3.5098  Siess     
    0.180000      3.5118     -2.3133      5.1283      3.5118  Siess     
    0.185000      3.5137     -2.2877      5.1210      3.5137  Siess     
    0.190000      3.5155     -2.2629      5.1138      3.5155  Siess     
    0.195000      3.5173     -2.2386      5.1068      3.5173  Siess     
    0.200000      3.5190     -2.2150      5.1000      3.5190  Siess     
    0.205000      3.5213     -2.1908      5.0934      3.5213  Siess     
    0.210000      3.5235     -2.1672      5.0869      3.5235  Siess     
    0.215000      3.5257     -2.1442      5.0806      3.5257  Siess     
    0.220000      3.5278     -2.1216      5.0744      3.5278  Siess     
    0.225000      3.5299     -2.0996      5.0683      3.5299  Siess     
    0.230000      3.5319     -2.0781      5.0624      3.5319  Siess     
    0.235000      3.5339     -2.0570      5.0566      3.5339  Siess     
    0.240000      3.5358     -2.0364      5.0510      3.5358  Siess     
    0.245000      3.5377     -2.0162      5.0454      3.5377  Siess     
    0.250000      3.5396     -1.9964      5.0400      3.5396  Siess     
    0.255000      3.5409     -1.9784      5.0346      3.5409  Siess     
    0.260000      3.5423     -1.9608      5.0292      3.5423  Siess     
    0.265000      3.5436     -1.9435      5.0240      3.5436  Siess     
    0.270000      3.5449     -1.9265      5.0189      3.5449  Siess     
    0.275000      3.5462     -1.9098      5.0139      3.5462  Siess     
    0.280000      3.5474     -1.8935      5.0089      3.5474  Siess     
    0.285000      3.5486     -1.8774      5.0041      3.5486  Siess     
    0.290000      3.5498     -1.8616      4.9993      3.5498  Siess     
    0.295000      3.5510     -1.8461      4.9946      3.5510  Siess     
    0.300000      3.5522     -1.8308      4.9900      3.5522  Siess     
    0.305000      3.5532     -1.8154      4.9866      3.5532  Siess     
