    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4701     -1.1364      3.4789      3.4701  Siess     
    0.105000      3.4721     -1.1197      3.4921      3.4721  Siess     
    0.110000      3.4741     -1.1038      3.5047      3.4741  Siess     
    0.115000      3.4760     -1.0886      3.5168      3.4760  Siess     
    0.120000      3.4778     -1.0740      3.5283      3.4778  Siess     
    0.125000      3.4795     -1.0600      3.5394      3.4795  Siess     
    0.130000      3.4812     -1.0466      3.5500      3.4812  Siess     
    0.135000      3.4823     -1.0186      3.5415      3.4823  Siess     
    0.140000      3.4834     -0.9916      3.5334      3.4834  Siess     
    0.145000      3.4845     -0.9655      3.5255      3.4845  Siess     
    0.150000      3.4855     -0.9404      3.5179      3.4855  Siess     
    0.155000      3.4865     -0.9160      3.5105      3.4865  Siess     
    0.160000      3.4874     -0.8925      3.5034      3.4874  Siess     
    0.165000      3.4895     -0.8963      3.5303      3.4895  Siess     
    0.170000      3.4916     -0.8999      3.5565      3.4916  Siess     
    0.175000      3.4936     -0.9035      3.5819      3.4936  Siess     
    0.180000      3.4955     -0.9070      3.6065      3.4955  Siess     
    0.185000      3.4974     -0.9104      3.6306      3.4974  Siess     
    0.190000      3.4992     -0.9136      3.6539      3.4992  Siess     
    0.195000      3.5010     -0.9168      3.6767      3.5010  Siess     
    0.200000      3.5027     -0.9200      3.6989      3.5027  Siess     
    0.205000      3.5042     -0.9092      3.7043      3.5042  Siess     
    0.210000      3.5057     -0.8988      3.7097      3.5057  Siess     
    0.215000      3.5071     -0.8886      3.7149      3.5071  Siess     
    0.220000      3.5085     -0.8786      3.7200      3.5085  Siess     
    0.225000      3.5099     -0.8689      3.7249      3.5099  Siess     
    0.230000      3.5113     -0.8593      3.7298      3.5113  Siess     
    0.235000      3.5126     -0.8500      3.7346      3.5126  Siess     
    0.240000      3.5139     -0.8409      3.7392      3.5139  Siess     
    0.245000      3.5151     -0.8319      3.7438      3.5151  Siess     
    0.250000      3.5164     -0.8231      3.7483      3.5164  Siess     
    0.255000      3.5180     -0.8172      3.7563      3.5180  Siess     
    0.260000      3.5196     -0.8114      3.7641      3.5196  Siess     
    0.265000      3.5211     -0.8057      3.7718      3.5211  Siess     
    0.270000      3.5226     -0.8001      3.7794      3.5226  Siess     
    0.275000      3.5241     -0.7946      3.7868      3.5241  Siess     
    0.280000      3.5256     -0.7892      3.7941      3.5256  Siess     
    0.285000      3.5270     -0.7839      3.8013      3.5270  Siess     
    0.290000      3.5285     -0.7787      3.8083      3.5285  Siess     
    0.295000      3.5299     -0.7735      3.8152      3.5299  Siess     
    0.300000      3.5312     -0.7685      3.8220      3.5312  Siess     
    0.305000      3.5327     -0.7594      3.8257      3.5327  Siess     
    0.310000      3.5342     -0.7505      3.8294      3.5342  Siess     
    0.315000      3.5356     -0.7417      3.8329      3.5356  Siess     
    0.320000      3.5371     -0.7330      3.8364      3.5371  Siess     
    0.325000      3.5385     -0.7245      3.8399      3.5385  Siess     
    0.330000      3.5398     -0.7161      3.8433      3.5398  Siess     
    0.335000      3.5412     -0.7079      3.8466      3.5412  Siess     
    0.340000      3.5425     -0.6998      3.8499      3.5425  Siess     
    0.345000      3.5439     -0.6917      3.8532      3.5439  Siess     
    0.350000      3.5452     -0.6838      3.8564      3.5452  Siess     
    0.355000      3.5464     -0.6760      3.8595      3.5464  Siess     
    0.360000      3.5477     -0.6684      3.8627      3.5477  Siess     
    0.365000      3.5490     -0.6608      3.8657      3.5490  Siess     
    0.370000      3.5502     -0.6533      3.8688      3.5502  Siess     
    0.375000      3.5514     -0.6459      3.8718      3.5514  Siess     
    0.380000      3.5526     -0.6387      3.8747      3.5526  Siess     
    0.385000      3.5538     -0.6315      3.8776      3.5538  Siess     
