    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4578     -0.8960      3.1755      3.4578  Siess     
    0.105000      3.4595     -0.8695      3.1767      3.4595  Siess     
    0.110000      3.4610     -0.8443      3.1779      3.4610  Siess     
    0.115000      3.4625     -0.8203      3.1790      3.4625  Siess     
    0.120000      3.4639     -0.7972      3.1800      3.4639  Siess     
    0.125000      3.4653     -0.7751      3.1810      3.4653  Siess     
    0.130000      3.4666     -0.7539      3.1820      3.4666  Siess     
    0.135000      3.4681     -0.7316      3.1814      3.4681  Siess     
    0.140000      3.4694     -0.7101      3.1808      3.4694  Siess     
    0.145000      3.4708     -0.6894      3.1803      3.4708  Siess     
    0.150000      3.4721     -0.6694      3.1798      3.4721  Siess     
    0.155000      3.4733     -0.6500      3.1793      3.4733  Siess     
    0.160000      3.4745     -0.6313      3.1788      3.4745  Siess     
    0.165000      3.4761     -0.6077      3.1745      3.4761  Siess     
    0.170000      3.4776     -0.5849      3.1703      3.4776  Siess     
    0.175000      3.4790     -0.5627      3.1662      3.4790  Siess     
    0.180000      3.4804     -0.5411      3.1622      3.4804  Siess     
    0.185000      3.4818     -0.5201      3.1584      3.4818  Siess     
    0.190000      3.4831     -0.4997      3.1546      3.4831  Siess     
    0.195000      3.4844     -0.4798      3.1509      3.4844  Siess     
    0.200000      3.4857     -0.4604      3.1474      3.4857  Siess     
    0.205000      3.4881     -0.4486      3.1559      3.4881  Siess     
    0.210000      3.4904     -0.4370      3.1641      3.4904  Siess     
    0.215000      3.4926     -0.4257      3.1722      3.4926  Siess     
    0.220000      3.4949     -0.4147      3.1801      3.4949  Siess     
    0.225000      3.4970     -0.4039      3.1878      3.4970  Siess     
    0.230000      3.4991     -0.3934      3.1954      3.4991  Siess     
    0.235000      3.5012     -0.3830      3.2027      3.5012  Siess     
    0.240000      3.5032     -0.3729      3.2100      3.5032  Siess     
    0.245000      3.5052     -0.3630      3.2171      3.5052  Siess     
    0.250000      3.5071     -0.3533      3.2240      3.5071  Siess     
    0.255000      3.5092     -0.3225      3.2104      3.5092  Siess     
    0.260000      3.5113     -0.2923      3.1971      3.5113  Siess     
    0.265000      3.5134     -0.2627      3.1840      3.5134  Siess     
    0.270000      3.5154     -0.2336      3.1712      3.5154  Siess     
    0.275000      3.5174     -0.2051      3.1586      3.5174  Siess     
    0.280000      3.5194     -0.1770      3.1463      3.5194  Siess     
    0.285000      3.5213     -0.1495      3.1342      3.5213  Siess     
    0.290000      3.5232     -0.1224      3.1222      3.5232  Siess     
    0.295000      3.5250     -0.0958      3.1105      3.5250  Siess     
    0.300000      3.5269     -0.0697      3.0990      3.5269  Siess     
    0.305000      3.5285     -0.0525      3.0956      3.5285  Siess     
    0.310000      3.5302     -0.0357      3.0923      3.5302  Siess     
    0.315000      3.5318     -0.0191      3.0890      3.5318  Siess     
