    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4680     -1.0900      3.4187      3.4680  Siess     
    0.105000      3.4705     -1.0816      3.4431      3.4705  Siess     
    0.110000      3.4728     -1.0736      3.4664      3.4728  Siess     
    0.115000      3.4750     -1.0659      3.4886      3.4750  Siess     
    0.120000      3.4771     -1.0586      3.5099      3.4771  Siess     
    0.125000      3.4792     -1.0515      3.5304      3.4792  Siess     
    0.130000      3.4812     -1.0447      3.5500      3.4812  Siess     
    0.135000      3.4820     -1.0109      3.5336      3.4820  Siess     
    0.140000      3.4829     -0.9783      3.5179      3.4829  Siess     
    0.145000      3.4837     -0.9468      3.5027      3.4837  Siess     
    0.150000      3.4845     -0.9164      3.4880      3.4845  Siess     
    0.155000      3.4853     -0.8870      3.4738      3.4853  Siess     
    0.160000      3.4860     -0.8585      3.4600      3.4860  Siess     
    0.165000      3.4868     -0.8257      3.4435      3.4868  Siess     
    0.170000      3.4876     -0.7939      3.4274      3.4876  Siess     
    0.175000      3.4883     -0.7630      3.4118      3.4883  Siess     
    0.180000      3.4891     -0.7330      3.3967      3.4891  Siess     
    0.185000      3.4898     -0.7039      3.3819      3.4898  Siess     
    0.190000      3.4905     -0.6754      3.3676      3.4905  Siess     
    0.195000      3.4911     -0.6478      3.3536      3.4911  Siess     
    0.200000      3.4918     -0.6208      3.3400      3.4918  Siess     
    0.205000      3.4938     -0.6141      3.3515      3.4938  Siess     
    0.210000      3.4957     -0.6075      3.3628      3.4957  Siess     
    0.215000      3.4976     -0.6011      3.3737      3.4976  Siess     
    0.220000      3.4995     -0.5948      3.3845      3.4995  Siess     
    0.225000      3.5013     -0.5887      3.3949      3.5013  Siess     
    0.230000      3.5030     -0.5827      3.4052      3.5030  Siess     
    0.235000      3.5048     -0.5768      3.4152      3.5048  Siess     
    0.240000      3.5065     -0.5710      3.4250      3.5065  Siess     
    0.245000      3.5081     -0.5654      3.4347      3.5081  Siess     
    0.250000      3.5097     -0.5599      3.4441      3.5097  Siess     
    0.255000      3.5117     -0.5622      3.4628      3.5117  Siess     
    0.260000      3.5137     -0.5645      3.4812      3.5137  Siess     
    0.265000      3.5156     -0.5668      3.4992      3.5156  Siess     
    0.270000      3.5175     -0.5690      3.5169      3.5175  Siess     
    0.275000      3.5193     -0.5711      3.5342      3.5193  Siess     
    0.280000      3.5211     -0.5733      3.5513      3.5211  Siess     
    0.285000      3.5229     -0.5754      3.5680      3.5229  Siess     
    0.290000      3.5246     -0.5774      3.5845      3.5246  Siess     
    0.295000      3.5263     -0.5794      3.6007      3.5263  Siess     
    0.300000      3.5280     -0.5814      3.6166      3.5280  Siess     
    0.305000      3.5296     -0.5737      3.6222      3.5296  Siess     
    0.310000      3.5312     -0.5660      3.6277      3.5312  Siess     
    0.315000      3.5328     -0.5585      3.6331      3.5328  Siess     
    0.320000      3.5343     -0.5512      3.6384      3.5343  Siess     
    0.325000      3.5358     -0.5439      3.6436      3.5358  Siess     
    0.330000      3.5373     -0.5367      3.6488      3.5373  Siess     
    0.335000      3.5387     -0.5297      3.6539      3.5387  Siess     
    0.340000      3.5402     -0.5227      3.6589      3.5402  Siess     
    0.345000      3.5416     -0.5159      3.6638      3.5416  Siess     
    0.350000      3.5430     -0.5091      3.6687      3.5430  Siess     
    0.355000      3.5444     -0.5025      3.6735      3.5444  Siess     
    0.360000      3.5457     -0.4959      3.6782      3.5457  Siess     
    0.365000      3.5471     -0.4895      3.6829      3.5471  Siess     
    0.370000      3.5484     -0.4831      3.6875      3.5484  Siess     
    0.375000      3.5497     -0.4768      3.6920      3.5497  Siess     
    0.380000      3.5510     -0.4706      3.6965      3.5510  Siess     
    0.385000      3.5522     -0.4645      3.7009      3.5522  Siess     
    0.390000      3.5535     -0.4584      3.7053      3.5535  Siess     
    0.395000      3.5547     -0.4524      3.7096      3.5547  Siess     
    0.400000      3.5559     -0.4465      3.7138      3.5559  Siess     
    0.405000      3.5570     -0.4394      3.7170      3.5570  Siess     
    0.410000      3.5581     -0.4323      3.7201      3.5581  Siess     
    0.415000      3.5592     -0.4254      3.7232      3.5592  Siess     
    0.420000      3.5602     -0.4185      3.7263      3.5602  Siess     
    0.425000      3.5613     -0.4116      3.7293      3.5613  Siess     
    0.430000      3.5623     -0.4049      3.7323      3.5623  Siess     
    0.435000      3.5633     -0.3983      3.7352      3.5633  Siess     
