    # M_init       log T       log L       log g    log T WR  Source    
    # (Msun)    (Kelvin)      (Lsun)          ()    (Kelvin)  ()        
    0.100000      3.4843     -1.5390      3.9546      3.4843  Siess     
    0.105000      3.4860     -1.5080      3.9514      3.4860  Siess     
    0.110000      3.4876     -1.4784      3.9483      3.4876  Siess     
    0.115000      3.4891     -1.4501      3.9454      3.4891  Siess     
    0.120000      3.4906     -1.4230      3.9425      3.4906  Siess     
    0.125000      3.4920     -1.3971      3.9398      3.4920  Siess     
    0.130000      3.4934     -1.3721      3.9372      3.4934  Siess     
    0.135000      3.4950     -1.3569      3.9451      3.4950  Siess     
    0.140000      3.4965     -1.3423      3.9526      3.4965  Siess     
    0.145000      3.4980     -1.3281      3.9599      3.4980  Siess     
    0.150000      3.4994     -1.3145      3.9669      3.4994  Siess     
    0.155000      3.5008     -1.3013      3.9737      3.5008  Siess     
    0.160000      3.5021     -1.2885      3.9803      3.5021  Siess     
    0.165000      3.5035     -1.2764      3.9874      3.5035  Siess     
    0.170000      3.5050     -1.2646      3.9944      3.5050  Siess     
    0.175000      3.5063     -1.2533      4.0011      3.5063  Siess     
    0.180000      3.5076     -1.2422      4.0077      3.5076  Siess     
    0.185000      3.5089     -1.2314      4.0140      3.5089  Siess     
    0.190000      3.5102     -1.2210      4.0202      3.5102  Siess     
    0.195000      3.5114     -1.2108      4.0263      3.5114  Siess     
    0.200000      3.5126     -1.2008      4.0321      3.5126  Siess     
    0.205000      3.5139     -1.1873      4.0339      3.5139  Siess     
    0.210000      3.5153     -1.1742      4.0357      3.5153  Siess     
    0.215000      3.5166     -1.1614      4.0374      3.5166  Siess     
    0.220000      3.5178     -1.1488      4.0390      3.5178  Siess     
    0.225000      3.5191     -1.1366      4.0407      3.5191  Siess     
    0.230000      3.5203     -1.1246      4.0423      3.5203  Siess     
    0.235000      3.5215     -1.1129      4.0438      3.5215  Siess     
    0.240000      3.5227     -1.1014      4.0453      3.5227  Siess     
    0.245000      3.5238     -1.0901      4.0468      3.5238  Siess     
    0.250000      3.5249     -1.0791      4.0483      3.5249  Siess     
    0.255000      3.5262     -1.0695      4.0508      3.5262  Siess     
    0.260000      3.5275     -1.0601      4.0532      3.5275  Siess     
    0.265000      3.5288     -1.0508      4.0556      3.5288  Siess     
    0.270000      3.5301     -1.0418      4.0580      3.5301  Siess     
    0.275000      3.5313     -1.0329      4.0603      3.5313  Siess     
    0.280000      3.5325     -1.0241      4.0625      3.5325  Siess     
    0.285000      3.5337     -1.0156      4.0648      3.5337  Siess     
    0.290000      3.5348     -1.0071      4.0669      3.5348  Siess     
    0.295000      3.5360     -0.9988      4.0691      3.5360  Siess     
    0.300000      3.5371     -0.9907      4.0712      3.5371  Siess     
    0.305000      3.5384     -0.9809      4.0735      3.5384  Siess     
